1,1,1,1,1,1,1,1,1,1,1,1,8,0,0,1,1,0,1,2,1,1,2,2,2,2
1,1,1,1,1,1,1,1,1,1,1,0,8,0,0,1,0,1,2,1,1,2,2,2,0,2
1,1,1,1,1,1,1,1,1,1,0,0,8,0,0,0,1,2,1,2,2,2,2,0,2,2
1,1,1,1,1,1,1,1,1,1,0,0,8,0,0,1,2,1,2,1,2,2,0,2,2,2
1,1,1,1,1,1,1,1,1,1,0,0,8,0,0,2,1,2,1,0,2,0,2,2,0,2
1,1,1,1,1,1,1,1,1,1,0,0,8,0,0,1,2,1,0,1,0,2,2,0,2,2
1,1,1,1,1,1,1,1,1,1,0,0,8,0,0,2,1,0,1,0,2,2,0,2,0,2
1,1,1,1,1,1,1,1,1,1,0,0,8,0,0,1,0,1,0,1,2,0,2,0,2,2
1,1,1,1,1,1,1,1,1,1,0,0,8,0,0,0,1,0,1,0,0,2,0,2,2,2
1,1,1,1,1,1,1,1,1,1,0,0,8,0,2,1,0,1,0,1,2,0,2,2,0,2
1,1,1,1,1,1,1,1,1,1,0,0,8,2,2,0,1,0,1,2,0,2,2,0,2,4
1,1,1,1,1,0,0,0,2,2,0,1,8,1,2,0,2,2,0,2,0,1,0,1,0,5
1,1,1,1,1,0,0,0,2,2,0,1,9,1,2,0,2,2,0,2,0,1,0,1,0,3
1,1,1,1,1,1,1,1,1,1,0,0,8,2,2,0,1,9,1,2,0,2,2,0,2,1
1,1,1,1,1,1,1,1,1,1,0,0,8,0,2,1,0,1,9,1,2,0,2,2,0,1
1,1,1,1,1,1,1,1,1,1,0,0,8,0,0,0,1,0,1,9,0,2,0,2,2,1
1,1,1,1,1,1,1,1,1,1,0,0,8,0,0,1,0,1,0,1,2,0,2,0,2,1
1,1,1,1,1,1,1,1,1,1,0,0,8,0,0,2,1,0,1,0,2,2,0,2,0,4
1,1,1,1,1,0,0,0,0,0,2,1,8,1,0,2,2,0,2,0,2,1,2,1,0,3
1,1,1,1,1,1,1,1,1,1,0,0,8,0,0,2,1,0,1,0,2,2,0,2,0,4
1,1,1,1,1,0,0,0,0,0,2,1,8,1,0,2,2,0,2,0,2,1,2,1,0,3
1,1,1,1,1,1,1,1,1,1,0,0,8,0,0,2,1,0,1,0,2,2,0,2,0,4
1,1,1,1,1,0,0,0,0,0,2,1,8,1,0,2,2,0,2,0,2,1,2,1,0,3
1,1,1,1,1,1,1,1,1,1,0,0,8,0,0,2,1,0,1,0,2,2,0,2,0,4
1,1,1,1,1,0,0,0,0,0,2,1,8,1,0,2,2,0,2,0,2,1,2,1,0,3
1,1,1,1,1,1,1,1,1,1,0,0,8,0,0,2,1,0,1,0,2,2,0,2,0,4
1,1,1,1,1,0,0,0,0,0,2,1,8,1,0,2,2,0,2,0,2,1,2,1,0,3
1,1,1,1,1,1,1,1,1,1,0,0,8,0,0,2,1,0,1,0,2,2,0,2,0,4
1,1,1,1,1,0,0,0,0,0,2,1,8,1,0,2,2,0,2,0,2,1,2,1,0,3
1,1,1,1,1,1,1,1,1,1,0,0,8,0,0,2,1,0,1,0,2,2,0,2,0,2
1,1,1,1,1,1,1,1,1,1,0,0,8,0,0,1,0,1,0,1,2,0,2,0,2,2
1,1,1,1,1,1,1,1,1,1,0,0,8,0,0,0,1,0,1,0,0,2,0,2,0,2
1,1,1,1,1,1,1,1,1,1,0,0,8,0,2,1,0,1,0,1,2,0,2,0,0,2
1,1,1,1,1,1,1,1,1,1,0,0,8,2,2,0,1,0,1,2,0,2,0,0,2,2
1,1,1,1,1,1,1,1,1,1,0,0,8,2,2,0,1,0,1,2,0,2,0,0,2,2
1,1,1,1,1,1,1,1,1,1,0,0,8,2,2,0,1,0,1,2,0,2,0,0,2,2
1,1,1,1,1,1,1,1,1,1,0,0,8,2,2,0,1,0,1,2,0,2,0,0,2,2
1,1,1,1,1,1,1,1,1,1,0,0,8,2,2,0,1,0,1,2,0,2,0,0,2,2
1,1,1,1,1,1,1,1,1,1,0,0,8,2,2,0,1,0,1,2,0,2,0,0,2,2
1,1,1,1,1,1,1,1,1,1,0,0,8,2,2,0,1,0,1,2,0,2,0,0,2,2
1,1,1,1,1,1,1,1,1,1,0,0,8,2,2,0,1,0,1,2,0,2,0,0,2,2
1,1,1,1,1,1,1,1,1,1,0,0,8,2,2,0,1,0,1,2,0,2,0,0,2,2
1,1,1,1,1,1,1,1,1,1,0,0,8,2,2,0,1,0,1,2,0,2,0,0,2,2
1,1,1,1,1,1,1,1,1,1,0,0,8,2,2,0,1,0,1,2,0,2,0,0,2,1
1,1,1,1,1,1,1,1,1,1,0,0,8,0,2,1,0,1,0,1,2,0,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,8,0,0,1,1,0,1,2,1,1,2,2,2,2
1,1,1,1,1,1,1,1,1,1,1,0,8,0,0,1,0,1,2,1,1,2,2,2,0,2
1,1,1,1,1,1,1,1,1,1,0,0,8,0,0,0,1,2,1,2,2,2,2,0,2,2
1,1,1,1,1,1,1,1,1,1,0,0,8,0,0,1,2,1,2,1,2,2,0,2,2,2
1,1,1,1,1,1,1,1,1,1,0,0,8,0,0,2,1,2,1,0,2,0,2,2,0,2
1,1,1,1,1,1,1,1,1,1,0,0,8,0,0,1,2,1,0,1,0,2,2,0,2,2
1,1,1,1,1,1,1,1,1,1,0,0,8,0,0,2,1,0,1,0,2,2,0,2,0,2
1,1,1,1,1,1,1,1,1,1,0,0,8,0,0,1,0,1,0,1,2,0,2,0,2,2
1,1,1,1,1,1,1,1,1,1,0,0,8,0,0,0,1,0,1,0,0,2,0,2,2,2
1,1,1,1,1,1,1,1,1,1,0,0,8,0,2,1,0,1,0,1,2,0,2,2,0,2
1,1,1,1,1,1,1,1,1,1,0,0,8,2,2,0,1,0,1,2,0,2,2,0,2,4
1,1,1,1,1,0,0,0,2,2,0,1,8,1,2,0,2,2,0,2,0,1,0,1,0,3
1,1,1,1,1,1,1,1,1,1,0,0,8,2,2,0,1,0,1,2,0,2,2,0,2,1
1,1,1,1,1,1,1,1,1,1,0,0,8,0,2,1,0,1,0,1,2,0,2,2,0,1
1,1,1,1,1,1,1,1,1,1,0,0,8,0,0,0,1,0,1,0,0,2,0,2,2,4
1,1,1,1,1,0,0,0,0,0,0,1,8,1,0,0,2,0,2,2,2,1,0,1,0,4
0,0,0,0,0,0,1,0,1,0,0,2,8,2,2,2,1,0,1,0,2,0,0,0,0,4
0,1,0,1,0,0,2,0,2,2,2,1,8,1,0,2,0,0,0,0,0,1,0,1,2,4
0,2,0,2,2,2,1,0,1,0,2,0,8,0,0,0,1,0,1,2,0,0,0,0,2,4
1,1,1,1,1,1,1,1,1,1,1,1,8,0,0,1,1,0,1,2,1,1,2,2,2,2
1,1,1,1,1,1,1,1,1,1,1,0,8,0,0,1,0,1,2,1,1,2,2,2,0,2
1,1,1,1,1,1,1,1,1,1,0,0,8,0,0,0,1,2,1,2,2,2,2,0,2,2
1,1,1,1,1,1,1,1,1,1,0,0,8,0,0,1,2,1,2,1,2,2,0,2,2,2
